,ArrFlight,ACType,bookload,STD,ATA,ArrRoute,DepRoute
8723,GF773,333,135,2019-05-28 09:02:24,2019-05-28 07:25:55,DEL,KHI
8724,3L010,789,272,2019-05-28 02:53:18,2019-05-28 03:45:53,SKT,RUH
8725,PC824,332,159,2019-05-28 00:43:15,2019-05-27 23:37:21,CDG,DEL
8726,GF110,7M8,57,2019-05-27 19:32:32,2019-05-27 18:31:16,LEJ,COK
8727,EY371,73G,95,2019-05-27 16:41:30,2019-05-27 17:11:28,AMM,LEJ
8728,GF212,32N,179,2019-05-27 13:48:53,2019-05-27 14:39:09,AUH,DEL
8729,GF509,77W,95,2019-05-27 08:02:46,2019-05-27 07:55:10,JIB,IST
8730,GF216,32N,54,2019-05-27 02:50:58,2019-05-27 03:11:32,DMM,NBO
8731,GF168,332,48,2019-05-26 22:00:22,2019-05-26 23:12:16,KWI,CAI
8732,GF511,332,155,2019-05-26 20:42:07,2019-05-26 20:52:38,CDG,DMM
8733,GF162,73H,74,2019-05-26 17:47:19,2019-05-26 17:51:21,BAH,ISB
8734,GF501,77W,36,2019-05-26 13:23:53,2019-05-26 13:59:53,AUH,LHE
8735,GF164,32N,95,2019-05-26 08:52:10,2019-05-26 07:51:11,KWI,LEJ
8736,GF505,738,167,2019-05-26 03:57:13,2019-05-26 04:29:38,DMM,DXB
8737,GF104,321,153,2019-05-25 22:02:12,2019-05-25 21:22:36,HKG,KMC
8738,IX889,320,138,2019-05-25 19:58:30,2019-05-25 20:42:58,MED,CAI
8739,6E1403,333,54,2019-05-25 17:11:33,2019-05-25 16:31:37,IST,NSY
8740,MS920,332,156,2019-05-25 15:40:07,2019-05-25 14:30:25,XJD,AMM
8741,PC824,32N,58,2019-05-25 15:29:52,2019-05-25 16:52:11,DXB,DXB
8742,5W7029,321,122,2019-05-25 12:16:41,2019-05-25 12:11:09,KWI,DEL
8743,GF172,7M8,145,2019-05-25 07:31:32,2019-05-25 08:01:25,KHB,JED
8744,GF212,7M8,160,2019-05-25 05:40:50,2019-05-25 05:19:52,FRA,FRA
8745,GF188,738,115,2019-05-25 04:29:17,2019-05-25 05:12:00,DXB,BAH
8746,GF513,320,168,2019-05-24 23:03:19,2019-05-25 00:07:39,BGW,MNL
8747,GF261,73H,145,2019-05-24 16:23:13,2019-05-24 16:39:13,MCT,SHJ
8748,GF057,73H,152,2019-05-24 11:04:42,2019-05-24 11:33:13,AUH,DEL
8749,GF507,73H,127,2019-05-24 06:20:52,2019-05-24 07:02:27,CMN,BKK
8750,GF563,738,59,2019-05-23 23:41:36,2019-05-23 23:12:18,CVG,HKG
8751,FZ021,332,61,2019-05-23 18:54:35,2019-05-23 18:06:56,DXB,AUH
8752,GF026,333,164,2019-05-23 18:31:45,2019-05-23 17:41:51,MNL,AUH
8753,GF513,73G,74,2019-05-23 17:16:26,2019-05-23 17:52:03,DMM,SHJ
8754,GF002,73G,143,2019-05-23 12:48:43,2019-05-23 11:44:29,KHI,ELQ
8755,GF102,789,125,2019-05-23 11:24:47,2019-05-23 12:19:08,MXP,DEL
8756,PC824,738,96,2019-05-23 11:16:04,2019-05-23 11:28:33,ADD,JED
8757,GF065,332,97,2019-05-23 09:59:25,2019-05-23 10:49:12,CCJ,BOM
8758,GF513,333,246,2019-05-23 09:06:17,2019-05-23 08:41:37,NSY,AUH
8759,GF013,7M8,70,2019-05-23 05:22:53,2019-05-23 04:31:27,TBS,AUH
8760,GF174,73H,273,2019-05-23 01:32:10,2019-05-23 01:03:46,DXB,IST
8761,IX473,321,141,2019-05-22 20:08:14,2019-05-22 20:54:33,SHJ,SAW
8762,H6891,32N,157,2019-05-22 16:17:50,2019-05-22 16:02:12,NSY,MAN
8763,EK839,7M8,33,2019-05-22 09:42:15,2019-05-22 11:05:45,JED,MCT
8764,PC824,333,135,2019-05-22 07:33:26,2019-05-22 07:34:50,CAI,IST
8765,GF180,320,165,2019-05-22 03:31:38,2019-05-22 02:58:48,SIN,FRA
8766,GF767,77W,68,2019-05-22 00:57:25,2019-05-21 23:41:34,DEL,NSY
8767,GF178,321,78,2019-05-21 21:39:34,2019-05-21 22:03:40,FRA,JED
8768,H6891,32Q,56,2019-05-21 19:18:56,2019-05-21 20:17:37,MCT,CAI
8769,GF042,789,160,2019-05-21 15:05:09,2019-05-21 14:46:57,MED,TRV
8770,IX889,321,91,2019-05-21 08:10:41,2019-05-21 07:43:47,LHR,BOM
8771,GF767,32N,267,2019-05-21 07:16:38,2019-05-21 08:39:39,DXB,AUH
8772,GF249,738,73,2019-05-21 04:30:56,2019-05-21 06:08:03,DEL,AKT
8773,GF261,32Q,156,2019-05-21 02:17:42,2019-05-21 00:41:02,KHB,SHJ
8774,FZ023,789,131,2019-05-20 22:23:03,2019-05-20 23:12:11,MXP,AUH
8775,EY371,333,108,2019-05-20 20:23:51,2019-05-20 20:55:42,BAH,DXB
8776,GF006,321,50,2019-05-20 17:56:09,2019-05-20 18:33:55,JED,DXB
8777,GF220,32Q,160,2019-05-20 14:26:30,2019-05-20 12:51:23,DMM,XJD
8778,AI939,7M8,56,2019-05-20 12:16:06,2019-05-20 12:21:20,DXB,SHJ
8779,G9103,320,74,2019-05-20 12:01:38,2019-05-20 12:55:01,DXB,JED
8780,GF061,7M8,152,2019-05-20 05:23:04,2019-05-20 06:13:06,CCJ,DXB
8781,GF080,7M8,219,2019-05-20 01:59:14,2019-05-20 03:25:18,ATH,SHJ
8782,GF135,32Q,165,2019-05-20 00:58:18,2019-05-20 02:19:24,JED,LEJ
8783,GF018,332,50,2019-05-19 20:56:27,2019-05-19 22:18:53,DEL,LHE
8784,GF220,320,55,2019-05-19 20:01:26,2019-05-19 20:11:00,DME,LHR
8785,J9103,333,123,2019-05-19 19:33:38,2019-05-19 18:17:50,HKG,AUH
8786,GF769,320,137,2019-05-19 12:57:53,2019-05-19 12:52:16,SHJ,MNL
8787,GF046,73H,60,2019-05-19 09:14:20,2019-05-19 10:03:06,AMM,DME
8788,GF277,333,164,2019-05-19 09:03:53,2019-05-19 07:28:15,AUH,CDG
8789,PC824,7M8,87,2019-05-19 06:30:47,2019-05-19 07:21:39,SHJ,RUH
8790,GF133,77W,153,2019-05-19 05:03:41,2019-05-19 04:35:39,CCJ,TBS
8791,GF789,73G,53,2019-05-19 04:14:22,2019-05-19 03:34:56,DXB,EBL
8792,GF769,333,153,2019-05-19 02:16:15,2019-05-19 03:38:49,DMM,KMC
8793,GF182,320,88,2019-05-18 23:55:22,2019-05-18 23:29:11,JED,SIN
8794,GF565,738,51,2019-05-18 22:34:00,2019-05-18 21:03:25,AKT,MCT
8795,GF567,789,269,2019-05-18 21:27:29,2019-05-18 20:30:04,DXB,BOM
8796,GF505,73G,36,2019-05-18 19:01:53,2019-05-18 18:41:37,KEZ,LHR
8797,GF004,333,100,2019-05-18 14:42:52,2019-05-18 13:45:25,MCT,AMM
8798,GF277,32N,42,2019-05-18 14:25:41,2019-05-18 14:21:05,HKG,HKG
8799,EY377,321,44,2019-05-18 13:59:29,2019-05-18 15:10:35,AUH,KEZ
8800,GF142,738,99,2019-05-18 07:08:29,2019-05-18 07:29:25,ISB,MXP
8801,FZ029,321,197,2019-05-18 06:57:01,2019-05-18 07:13:10,COK,JED
8802,GF168,321,285,2019-05-18 06:56:10,2019-05-18 06:51:55,BOM,MNL
8803,GF102,789,131,2019-05-18 04:22:28,2019-05-18 03:32:37,SHJ,ATH
8804,FZ025,738,61,2019-05-18 02:18:07,2019-05-18 01:31:32,DXB,MCT
8805,KU613,73G,119,2019-05-18 01:15:34,2019-05-18 01:36:50,MED,MAA
8806,GF216,321,130,2019-05-17 22:16:06,2019-05-17 22:37:00,JED,MED
8807,OV263,333,262,2019-05-17 15:41:25,2019-05-17 15:33:32,LCA,BGW
8808,OV263,332,113,2019-05-17 09:15:38,2019-05-17 08:27:39,DXB,DEL
8809,GF261,73H,145,2019-05-17 03:20:12,2019-05-17 03:25:40,TRV,BGW
8810,GF261,789,108,2019-05-16 23:18:28,2019-05-16 21:53:39,PEW,KWI
8811,GF261,73G,97,2019-05-16 22:16:45,2019-05-16 20:49:15,AUH,MCT
8812,EK837,332,211,2019-05-16 17:57:25,2019-05-16 19:35:36,IST,DEL
8813,EK837,77W,131,2019-05-16 14:03:52,2019-05-16 14:31:34,MNL,DXB
8814,GF153,332,72,2019-05-16 11:54:11,2019-05-16 12:58:13,DEL,KHB
8815,GF184,73H,136,2019-05-16 08:25:19,2019-05-16 09:38:42,TZX,IST
8816,GF773,32Q,115,2019-05-16 04:22:43,2019-05-16 05:56:49,SHJ,BKK
8817,FZ029,73H,280,2019-05-16 02:44:15,2019-05-16 04:15:20,DEL,BKK
8818,GF042,73G,123,2019-05-16 01:01:15,2019-05-16 01:28:09,AUH,AKT
8819,GF753,77W,114,2019-05-15 23:22:47,2019-05-16 00:53:58,COK,BOM
8820,EK835,32Q,161,2019-05-15 16:51:28,2019-05-15 18:21:05,MCT,NBO
8821,KU615,77W,111,2019-05-15 12:51:55,2019-05-15 13:55:38,BOM,SHJ
8822,KU615,32Q,269,2019-05-15 06:34:04,2019-05-15 08:05:00,DXB,KHB
8823,PC824,789,73,2019-05-15 01:06:42,2019-05-14 23:57:34,DWC,KEZ
8824,GF004,32N,174,2019-05-14 20:41:37,2019-05-14 22:05:41,EBL,AMM
8825,GF162,738,114,2019-05-14 19:53:59,2019-05-14 21:04:57,AMM,MAN
8826,GF042,73H,147,2019-05-14 16:03:29,2019-05-14 14:59:39,LEJ,BOM
8827,GF162,32Q,160,2019-05-14 12:25:31,2019-05-14 13:58:49,MUX,SKT
8828,H6891,333,35,2019-05-14 11:18:54,2019-05-14 09:43:07,SHJ,DEL
8829,GF053,73H,131,2019-05-14 04:24:12,2019-05-14 04:44:47,HKG,LUX
8830,GF511,73G,115,2019-05-14 03:50:35,2019-05-14 05:13:42,DXB,FRA
8831,G9101,320,272,2019-05-13 21:27:48,2019-05-13 21:38:44,AUH,CMN
8832,PC824,738,119,2019-05-13 15:54:10,2019-05-13 16:14:21,NBO,MCT
8833,GF153,32Q,175,2019-05-13 10:18:46,2019-05-13 10:13:24,SKT,AKT
8834,GF791,32Q,95,2019-05-13 03:53:22,2019-05-13 02:32:01,AUH,CAI
8835,GF042,77W,149,2019-05-13 01:33:51,2019-05-13 03:10:12,AUH,ELQ
8836,GF7044,333,130,2019-05-12 20:21:28,2019-05-12 21:11:20,DXB,MCT
8837,GF069,32N,128,2019-05-12 14:24:20,2019-05-12 15:16:14,KEZ,CAI
8838,GF785,333,145,2019-05-12 12:20:47,2019-05-12 12:10:24,TRV,DMM
8839,FZ021,333,37,2019-05-12 05:40:32,2019-05-12 06:11:09,JED,LUX
8840,GF503,32Q,29,2019-05-12 01:32:34,2019-05-12 00:44:28,MCT,LUX
8841,EK837,789,107,2019-05-11 22:31:28,2019-05-11 23:08:40,SKT,LEJ
8842,GF135,73G,267,2019-05-11 20:39:59,2019-05-11 21:39:25,LHE,DXB
8843,GF7044,7M8,56,2019-05-11 17:42:36,2019-05-11 18:29:34,PEW,DXB
8844,GF166,321,148,2019-05-11 16:53:26,2019-05-11 16:13:35,AUH,LEJ
8845,GF505,7M8,130,2019-05-11 13:32:06,2019-05-11 13:29:17,COK,CAI
8846,GF785,73H,66,2019-05-11 06:42:30,2019-05-11 05:35:34,HKG,KMC
8847,GF2771,320,137,2019-05-11 01:59:27,2019-05-11 02:45:45,BAH,DMM
8848,GF511,332,163,2019-05-10 23:37:01,2019-05-11 00:45:31,TLV,TRV
8849,TK778,333,132,2019-05-10 21:05:32,2019-05-10 21:45:26,DMM,LHR
8850,GF771,332,122,2019-05-10 20:11:17,2019-05-10 21:16:59,AUH,DXB
8851,GF053,32N,46,2019-05-10 18:24:26,2019-05-10 18:55:28,ADJ,FRA
8852,GF016,32N,280,2019-05-10 16:35:53,2019-05-10 15:24:31,DXB,ADD
8853,GF547,73H,65,2019-05-10 12:48:32,2019-05-10 14:15:32,CDG,DXB
8854,GF751,7M8,234,2019-05-10 07:20:09,2019-05-10 07:55:40,DXB,DMM
8855,BA125,7M8,148,2019-05-10 04:54:00,2019-05-10 04:11:36,RUH,DXB
8856,GF785,32Q,164,2019-05-10 01:33:45,2019-05-10 00:54:09,BKK,MNL
8857,GF133,789,142,2019-05-09 18:50:45,2019-05-09 17:46:13,SHJ,AMM
8858,GF2771,7M8,49,2019-05-09 17:31:31,2019-05-09 16:06:16,AUH,DXB
8859,AI939,333,102,2019-05-09 11:25:25,2019-05-09 10:27:46,CCJ,HYD
8860,GF186,738,41,2019-05-09 05:44:08,2019-05-09 05:02:58,IST,DXB
8861,GF283,77W,88,2019-05-09 05:23:43,2019-05-09 06:15:18,JED,JED
8862,TK3758,789,90,2019-05-09 02:32:39,2019-05-09 01:47:06,DXB,DME
8863,OV263,321,85,2019-05-08 20:55:50,2019-05-08 20:21:44,JED,DMM
8864,GF013,321,74,2019-05-08 17:02:55,2019-05-08 15:51:07,LHR,IST
8865,GF785,32Q,185,2019-05-08 10:51:47,2019-05-08 12:01:34,IST,KEZ
8866,EK837,738,96,2019-05-08 04:24:52,2019-05-08 04:41:39,COK,DME
8867,GF507,320,100,2019-05-08 00:02:50,2019-05-07 22:37:07,HYD,DXB
8868,G9105,32Q,164,2019-05-07 17:25:34,2019-05-07 16:32:28,CAI,HKG
8869,GF188,738,100,2019-05-07 11:32:28,2019-05-07 12:45:48,BOM,FRA
8870,GF541,32N,95,2019-05-07 06:35:32,2019-05-07 07:50:20,MCT,DMM
8871,GF164,738,161,2019-05-07 03:29:37,2019-05-07 02:59:59,BAH,ATH
8872,GF501,738,47,2019-05-06 23:55:32,2019-05-07 01:07:09,CDG,JED
8873,ET424,332,272,2019-05-06 22:39:27,2019-05-07 00:08:04,BOM,XJD
8874,GF545,77W,136,2019-05-06 19:01:11,2019-05-06 20:09:15,LHE,KHI
8875,GF509,333,35,2019-05-06 15:21:21,2019-05-06 14:04:15,CCJ,LCA
8876,FZ027,77W,78,2019-05-06 15:20:32,2019-05-06 14:26:15,ATH,IST
8877,PC824,73H,150,2019-05-06 10:23:29,2019-05-06 11:48:07,DXB,DXB
8878,FZ021,73H,97,2019-05-06 07:16:56,2019-05-06 07:08:17,MCT,DEL
8879,GF505,332,90,2019-05-06 05:04:31,2019-05-06 05:33:02,SAW,BAH
8880,GF168,738,165,2019-05-06 05:00:29,2019-05-06 04:09:55,NHD,SKT
8881,FZ029,789,99,2019-05-06 00:24:57,2019-05-06 01:21:15,MAN,DME
8882,GF261,321,149,2019-05-05 18:23:00,2019-05-05 18:23:40,MCT,CDG
8883,GF547,321,270,2019-05-05 17:53:04,2019-05-05 19:08:26,DME,JED
8884,GF945,7M8,119,2019-05-05 10:59:18,2019-05-05 12:26:00,BOM,JIB
8885,GF789,32N,108,2019-05-05 10:28:15,2019-05-05 09:59:02,AUH,COK
8886,GF277,73H,212,2019-05-05 08:53:09,2019-05-05 07:17:27,JED,MCT
8887,GF135,73H,141,2019-05-05 04:29:05,2019-05-05 03:32:40,DEL,FRA
8888,GF006,77W,163,2019-05-04 23:11:05,2019-05-05 00:37:53,ADJ,DXB
8889,G9105,789,142,2019-05-04 17:42:14,2019-05-04 16:57:55,AMM,SHJ
8890,SV520,333,262,2019-05-04 11:42:55,2019-05-04 12:18:59,LCA,DXB
8891,GF016,32Q,44,2019-05-04 10:12:03,2019-05-04 09:46:21,AUH,KMC
8892,GF275,332,140,2019-05-04 08:30:41,2019-05-04 09:18:58,AUH,JED
8893,TK3758,333,53,2019-05-04 05:54:57,2019-05-04 07:19:47,PEW,MXP
8894,GF547,73G,65,2019-05-04 03:05:23,2019-05-04 02:16:45,IST,JIB
8895,GF070,32N,136,2019-05-03 21:00:06,2019-05-03 22:31:23,LHR,CVG
8896,GF212,333,153,2019-05-03 15:09:24,2019-05-03 14:02:41,DXB,TRV
8897,FZ027,77W,98,2019-05-03 10:00:27,2019-05-03 11:26:22,LHR,DXB
8898,SV520,77W,95,2019-05-03 08:34:29,2019-05-03 08:27:57,HKG,BOM
8899,GF511,333,132,2019-05-03 02:20:50,2019-05-03 02:51:36,DEL,DXB
8900,GF061,321,58,2019-05-02 21:35:52,2019-05-02 20:50:27,HKG,CVG
8901,GF511,73H,169,2019-05-02 21:23:00,2019-05-02 19:53:26,LYP,DMM
8902,GF511,789,165,2019-05-02 19:01:25,2019-05-02 19:12:54,DMM,DXB
8903,H6891,32N,90,2019-05-02 17:45:56,2019-05-02 17:02:33,LHR,MUX
8904,5W7029,738,163,2019-05-02 13:04:12,2019-05-02 14:27:33,MCT,DME
8905,GF251,320,129,2019-05-02 08:53:46,2019-05-02 09:47:48,DXB,SAW
8906,GF188,738,96,2019-05-02 02:18:42,2019-05-02 01:33:56,LCA,DXB
8907,GF543,320,102,2019-05-01 22:38:18,2019-05-01 21:57:26,BAH,KHI
8908,KU613,73H,140,2019-05-01 15:58:48,2019-05-01 17:04:29,CAI,TLV
8909,GF155,321,236,2019-05-01 10:31:08,2019-05-01 10:17:57,PEW,DXB
8910,FZ023,7M8,98,2019-05-01 05:04:35,2019-05-01 06:21:49,DXB,DEL
8911,GF065,333,130,2019-05-01 02:41:56,2019-05-01 04:18:34,DXB,SIN
8912,GF004,77W,273,2019-04-30 23:01:53,2019-04-30 22:46:32,AUH,LEJ
8913,PC824,32N,170,2019-04-30 17:45:31,2019-04-30 16:24:59,NBO,AMM
8914,LH636,789,117,2019-04-30 14:08:51,2019-04-30 15:22:12,CDG,NSY
8915,6E1403,32Q,96,2019-04-30 12:27:23,2019-04-30 11:37:23,MNL,DXB
8916,AI939,32N,59,2019-04-30 05:35:15,2019-04-30 04:45:15,COK,AKT
8917,GF070,333,158,2019-04-30 01:40:05,2019-04-30 00:09:19,CVG,AMM
8918,SV520,738,116,2019-04-29 21:12:18,2019-04-29 22:01:24,DEL,AMM
8919,GF178,32Q,118,2019-04-29 16:47:02,2019-04-29 17:07:45,SAW,DXB
8920,WY655,333,82,2019-04-29 15:40:25,2019-04-29 14:06:58,JED,DXB
8921,GF004,320,66,2019-04-29 13:31:30,2019-04-29 12:05:49,MCT,CAI
8922,GF180,7M8,87,2019-04-29 09:03:26,2019-04-29 07:30:54,DEL,JIB
8923,GF131,738,105,2019-04-29 02:10:54,2019-04-29 01:50:09,KHB,HYD
8924,GF7044,7M8,71,2019-04-29 01:19:56,2019-04-29 02:35:39,SHJ,ADD
8925,GF2029,32N,280,2019-04-28 19:57:35,2019-04-28 18:37:45,DEL,DEL
8926,GF002,789,126,2019-04-28 19:39:34,2019-04-28 18:40:52,KEZ,SHJ
8927,WY653,789,133,2019-04-28 12:50:47,2019-04-28 13:50:37,CVG,HKG
8928,GF543,789,130,2019-04-28 10:55:19,2019-04-28 12:19:49,AUH,AUH
8929,GF963,77W,66,2019-04-28 06:38:52,2019-04-28 07:54:16,DWC,BOM
8930,PC824,738,123,2019-04-28 05:48:42,2019-04-28 06:15:54,AUH,AUH
8931,PC824,32N,118,2019-04-28 01:03:49,2019-04-28 01:25:34,IST,IST
8932,EY377,73H,234,2019-04-27 20:48:10,2019-04-27 19:48:44,KWI,RUH
8933,GF026,789,173,2019-04-27 20:09:25,2019-04-27 18:34:20,CMN,AMM
8934,FZ023,7M8,146,2019-04-27 13:19:58,2019-04-27 14:35:25,KEZ,DXB
8935,GF945,77W,147,2019-04-27 13:00:31,2019-04-27 12:13:25,AUH,JED
8936,GF184,7M8,162,2019-04-27 06:17:35,2019-04-27 07:01:51,FRA,JED
8937,GF168,73H,44,2019-04-27 05:52:13,2019-04-27 07:25:57,HKG,BGW
8938,GF006,789,59,2019-04-27 02:09:12,2019-04-27 02:13:52,JED,AMM
8939,EY379,320,39,2019-04-27 00:58:53,2019-04-27 02:18:36,DXB,JED
8940,GF016,77W,55,2019-04-26 23:44:39,2019-04-27 01:14:36,TRV,KMC
8941,GF945,320,107,2019-04-26 20:58:24,2019-04-26 21:25:36,DEL,IST
8942,GF513,73H,68,2019-04-26 20:13:14,2019-04-26 21:12:03,MUX,MUX
8943,PC824,73H,56,2019-04-26 17:18:25,2019-04-26 16:25:20,MAN,DEL
8944,GF561,320,168,2019-04-26 13:50:36,2019-04-26 14:14:34,DXB,JIB
8945,EK837,73G,45,2019-04-26 10:14:42,2019-04-26 09:41:48,DMM,SHJ
8946,MS920,333,168,2019-04-26 05:51:29,2019-04-26 04:24:23,ZZZ,ZZZ
8947,FZ025,738,233,2019-04-26 00:08:59,2019-04-25 23:17:51,HKG,SHJ
8948,EK837,32Q,141,2019-04-25 17:57:08,2019-04-25 16:48:34,JED,JED
8949,KL445,333,111,2019-04-25 14:43:22,2019-04-25 14:31:30,BLR,AUH
8950,EY379,738,92,2019-04-25 07:54:38,2019-04-25 07:36:13,SAW,LEJ
8951,GF026,7M8,115,2019-04-25 03:59:50,2019-04-25 04:13:50,AMM,FRA
8952,GF131,7M8,93,2019-04-24 23:36:02,2019-04-25 00:45:20,CAI,SKT
8953,H6891,332,120,2019-04-24 21:32:57,2019-04-24 20:03:17,DME,DEL
8954,GF973,7M8,44,2019-04-24 15:12:27,2019-04-24 15:04:50,MCT,DEL
8955,GF168,321,53,2019-04-24 12:17:33,2019-04-24 12:04:09,MCT,AUH
8956,GF567,738,89,2019-04-24 06:10:00,2019-04-24 06:27:07,JED,MXP
8957,H6891,73H,75,2019-04-23 23:50:16,2019-04-24 00:39:51,SHJ,DMM
8958,MS920,333,124,2019-04-23 18:53:26,2019-04-23 18:40:05,HYD,BOM
8959,GF771,332,138,2019-04-23 16:12:51,2019-04-23 16:45:09,FRA,DXB
8960,GF505,738,128,2019-04-23 14:56:39,2019-04-23 16:27:52,CCJ,HKG
8961,EY377,333,51,2019-04-23 13:39:42,2019-04-23 13:43:35,BLR,MCT
8962,GF162,32Q,100,2019-04-23 10:08:37,2019-04-23 09:24:00,MCT,DXB
8963,GF773,321,185,2019-04-23 04:41:17,2019-04-23 06:08:12,DEL,JED
8964,GF251,789,141,2019-04-23 02:11:29,2019-04-23 01:38:52,AUH,SHJ
8965,TK778,73H,277,2019-04-22 19:24:33,2019-04-22 19:59:31,AUH,IST
8966,GF283,789,50,2019-04-22 15:34:42,2019-04-22 16:23:01,KHB,DXB
8967,GF168,73H,55,2019-04-22 09:01:10,2019-04-22 10:34:43,MNL,EBL
8968,GF541,73H,122,2019-04-22 06:26:41,2019-04-22 05:43:25,AUH,KWI
8969,GF963,321,135,2019-04-22 03:21:57,2019-04-22 02:44:58,BOM,BOM
8970,GF112,73G,43,2019-04-22 00:42:35,2019-04-21 23:22:42,SIN,DXB
8971,GF501,332,95,2019-04-21 21:00:23,2019-04-21 21:20:18,ATH,MED
8972,GF773,73G,101,2019-04-21 14:40:31,2019-04-21 14:58:28,MCT,MED
8973,6E1403,789,167,2019-04-21 10:41:55,2019-04-21 11:43:23,DWC,MXP
8974,GF945,321,163,2019-04-21 04:47:07,2019-04-21 04:57:13,ELQ,FRA
8975,GF785,7M8,70,2019-04-20 22:36:02,2019-04-20 21:30:58,LHE,BGW
8976,FZ025,7M8,141,2019-04-20 22:27:44,2019-04-20 21:16:53,DMM,ZZZ
8977,WY655,73H,236,2019-04-20 19:34:42,2019-04-20 18:30:00,FRA,DXB
8978,GF509,32N,169,2019-04-20 18:42:26,2019-04-20 19:52:13,BOM,SHJ
8979,G9101,738,59,2019-04-20 14:28:50,2019-04-20 13:52:44,HKG,LYP
8980,GF131,332,135,2019-04-20 13:14:53,2019-04-20 13:57:38,EMA,NHD
8981,GF180,738,100,2019-04-20 12:48:44,2019-04-20 13:02:39,DXB,IST
8982,GF013,333,140,2019-04-20 07:37:17,2019-04-20 07:53:59,DXB,BOM
8983,GF963,77W,68,2019-04-20 07:33:47,2019-04-20 09:02:29,AUH,BAH
8984,GF190,738,175,2019-04-20 03:25:04,2019-04-20 02:25:08,NSY,IST
8985,FZ025,32N,145,2019-04-20 00:08:21,2019-04-19 23:09:59,AMM,DXB
8986,FZ021,77W,65,2019-04-19 20:07:04,2019-04-19 21:18:54,DXB,AUH
8987,FZ023,32Q,127,2019-04-19 16:06:46,2019-04-19 16:46:55,PEW,LHR
8988,GF069,332,135,2019-04-19 15:48:19,2019-04-19 16:17:59,DEL,LEJ
8989,GF212,789,40,2019-04-19 12:45:03,2019-04-19 12:48:19,DEL,AUH
8990,GF791,7M8,96,2019-04-19 09:03:12,2019-04-19 07:27:35,SAW,DXB
8991,GF771,32Q,236,2019-04-19 06:11:33,2019-04-19 05:27:06,DXB,LYP
8992,GF945,77W,138,2019-04-19 05:33:41,2019-04-19 04:25:44,MCT,DXB
8993,GF251,32N,103,2019-04-19 00:02:41,2019-04-19 01:14:50,SHJ,LEJ
8994,EY375,789,36,2019-04-18 23:25:06,2019-04-18 22:28:32,DXB,DXB
8995,GF753,32Q,63,2019-04-18 19:38:37,2019-04-18 20:53:47,JED,MCT
8996,SV520,7M8,221,2019-04-18 16:44:53,2019-04-18 16:52:30,DXB,RUH
8997,5W7029,321,113,2019-04-18 13:48:00,2019-04-18 13:00:39,DEL,LEJ
8998,G9101,332,128,2019-04-18 08:21:04,2019-04-18 06:54:51,MUX,FRA
8999,GF070,32N,101,2019-04-18 03:00:34,2019-04-18 01:55:04,MNL,SAW
9000,OV265,789,34,2019-04-18 00:38:49,2019-04-18 01:46:42,CVG,CAI
9001,IX473,789,70,2019-04-17 18:51:40,2019-04-17 18:33:21,KHB,HYD
9002,GF080,32Q,123,2019-04-17 16:34:20,2019-04-17 15:31:46,AMM,MNL
9003,GF026,332,82,2019-04-17 15:14:45,2019-04-17 15:05:45,MXP,DEL
9004,GF166,321,58,2019-04-17 15:03:07,2019-04-17 15:57:26,AUH,TLV
9005,GF186,77W,160,2019-04-17 09:12:42,2019-04-17 09:05:14,DXB,DXB
9006,OV265,77W,143,2019-04-17 08:08:27,2019-04-17 06:47:50,MCT,NBO
9007,KU613,73G,110,2019-04-17 01:35:29,2019-04-17 00:28:22,FRA,JED
9008,GF214,789,73,2019-04-16 18:43:17,2019-04-16 20:13:04,ISB,DXB
9009,EK837,7M8,120,2019-04-16 12:20:19,2019-04-16 11:32:58,HYD,CDG
9010,SV528,332,284,2019-04-16 07:10:25,2019-04-16 06:49:59,CDG,AMM
9011,GF751,738,89,2019-04-16 04:32:49,2019-04-16 05:57:32,BOM,HKG
9012,TK3756,789,159,2019-04-16 01:11:48,2019-04-16 00:46:27,FRA,AUH
9013,GF789,789,131,2019-04-15 18:48:26,2019-04-15 19:42:06,CMN,KEZ
9014,GF015,73G,163,2019-04-15 15:13:50,2019-04-15 14:07:07,DXB,MNL
9015,GF164,7M8,120,2019-04-15 14:55:10,2019-04-15 14:24:10,KEZ,DXB
9016,TK3756,32N,154,2019-04-15 11:23:05,2019-04-15 11:13:24,DXB,AUH
9017,IX473,332,87,2019-04-15 07:59:54,2019-04-15 09:36:39,TZX,CVG
9018,GF275,320,116,2019-04-15 03:57:06,2019-04-15 03:54:58,BLR,DXB
9019,GF002,333,271,2019-04-15 01:24:24,2019-04-14 23:56:27,KEZ,DXB
9020,GF053,32Q,168,2019-04-14 23:05:54,2019-04-15 00:29:03,BKK,KHB
9021,GF053,77W,85,2019-04-14 17:53:08,2019-04-14 18:58:58,CVG,LEJ
9022,PC824,321,273,2019-04-14 17:42:00,2019-04-14 18:20:54,JED,HYD
9023,J9103,320,49,2019-04-14 14:51:28,2019-04-14 14:58:44,DXB,CAI
9024,GF133,332,273,2019-04-14 09:13:09,2019-04-14 10:19:02,DAC,NSY
9025,GF004,73G,204,2019-04-14 08:32:42,2019-04-14 09:33:07,KHB,LEJ
9026,GF186,73G,94,2019-04-14 07:26:53,2019-04-14 07:12:50,JED,TRV
9027,GF013,332,118,2019-04-14 06:56:58,2019-04-14 05:21:20,KWI,PEW
